faiss_position,venue_id,faiss_text
1407,ta_9b767d9e3560,beluga beach restaurant international european high
1408,ta_195b666c5c85,cafe bateel cafe mediterranean medium
1409,ta_92c615c2611f,cafe artois by bridgewater bar bar medium
1410,ta_dacca36e81cf,le burger medium
1411,ta_8e7c52aabf54,sal restaurant seafood mediterranean high
1412,ta_8744ad81c50d,grand cafe boulevard lebanese cafe medium
1413,ta_ea580ec3c681,the surf cafe by leen's healthy mexican medium
1414,ta_92a349c251b3,back to grills international asian medium
1415,ta_e817df302a2b,matagi asian japanese high
1416,ta_998cee385032,creptastic french european medium
1417,ta_69beac109cd2,mr toad's pub & kitchen - dia bar european medium
1418,ta_ac0a36e9cb78,fratelli la bufala - pizzaioli nel mondo uae italian pizza medium
1419,ta_263decca984c,my square arabic american medium
1420,ta_cdf05d159969,maui beach restaurant & bar international medium
1421,ta_84288a7bc4f0,the pit house of barbecue dubai american grills medium
1422,ta_39479998a978,baku cafe azerbaijani grills medium
1423,ta_d0205337f55d,tashas galleria international medium
1424,ta_466c614bf463,salties creek beach italian medium
1425,ta_d32d8e9ccaf0,claypot indian medium
1426,ta_e6ccb8bc40a2,bliss lounge bar japanese medium
1427,ta_697be42be773,asia kitchen by mainland china chinese asian medium
1428,ta_4d1ccc3af2ef,the notorious bar bar medium
1429,ta_101fde801680,ambiente by my italian medium
1430,ta_6cf2bb5b153c,hq’s 459 cafe mediterranean medium
1431,ta_d13e6c09f9be,ravi restaurant indian pakistani low
1432,ta_d8f027839c2b,newton european lebanese medium
1433,ta_afecf8785e38,21 grams european european medium
1434,ta_ae7631800694,miyabi sushi la mer japanese japanese medium
1435,ta_8d38f96448e5,cinnabon and seattle's best coffee cafe american low
1436,ta_4709092b361a,le petit belge motor city belgian bar medium
1437,ta_5da094585df4,le pain quotidien french cafe medium
1438,ta_4ff3987ad9c0,reform social & grill dubai bar european medium
1439,ta_beaebc9eadd8,the spicery indian international medium
1440,ta_76b98bc632df,em sherif restaurant dubai lebanese mediterranean high
1441,ta_3e7085301f1b,des pardes restaurant - 24 hours pakistani asian low
1442,ta_844b57c2a4e6,yoy - ukrainian firecooking restaurant grills grills medium
1443,ta_454207ea19de,raffles salon cafe international medium
1444,ta_6167e4a21e09,p.f. chang's china bistro chinese asian medium
1445,ta_59b4c7e672b9,"tph lakwil restaurant, lounge & bar indian international medium"
1446,ta_b79ad67a32c7,common grounds australian cafe medium
1447,ta_abd57e3b61bc,baker & spice cafe medium
1448,ta_0874efe26ea4,orange feels bar & shisha lounge bar international medium
1449,ta_01b9e6b0680b,raju omlet mexican american low
1450,ta_edf8d3e1d15f,mezza house lebanese arabic medium
1451,ta_02f43d989c77,rajdhani restaurant indian medium
1452,ta_8bbf4c4f8d9b,bidibondi bar bar medium
1453,ta_2760035bb78f,itsu japanese japanese medium
1454,ta_93d78668a424,virtue lounge and club bar international medium
1455,ta_a4e153383f2f,parlour boutique french cafe medium
1456,ta_d1ff619cc753,charcoal garden restaurant and cafe european medium
1457,ta_324f5f969024,estiatorio milos mediterranean greek medium
1458,ta_0234fc33756b,lounge cafe restaurant asian international medium
1459,ta_2a36a430c9f7,paul restaurant french cafe medium
1460,ta_7ed93912d222,taqado mexican kitchen (mall of the emirates) mexican low
1461,ta_8ff0f70ae03e,cafe bateel marina promenade cafe european medium
1462,ta_b64c2a161c51,lezzet turkish restaurant al khawaneej turkish high
1463,ta_190a1c9f1a0b,mumbai masti juice centre indian cafe low
1464,ta_faa0ea8ccc5a,lah lah restaurant japanese asian medium
1465,ta_32dcce5aecbe,the spice tree indian international medium
1466,ta_609f20883715,peppermill indian medium
1467,ta_95d0f3ecebee,at.mposhere high
1468,ta_faca8359021b,orientale pan asian chinese japanese medium
1469,ta_119d48534083,the market restaurant & cafe international arabic medium
1470,ta_7ba41da3f43b,food souk restaurant international asian medium
1471,ta_23f089ae5d3a,aden restaurant arabic grills low
1472,ta_63656d1102af,kitchen connection international medium
1473,ta_284615049e03,channels restaurant - media rotana dubai japanese international medium
1474,ta_2d1f3dc3cc9f,eric's indian asian medium
1475,ta_b24851be15a1,vii dubai bar medium
1476,ta_4d3b6c62c80e,the viceroy pub bar bar medium
1477,ta_ecd4b2aec046,seven sisters dubai mediterranean bar high
1478,ta_d7ee3dee3f1b,chalet grill plus indian chinese medium
1479,ta_d2a044d072aa,betawi cafe asian low
1480,ta_5047cfc04487,mccafferty's wafi bar pizza medium
1481,ta_ce170593c1ab,xennya terrace cafe grills medium
1482,ta_ffde6e65d65d,margherita italian pizza medium
1483,ta_4508fa30be1f,culinary boutique cafe mediterranean medium
1484,ta_d84121691979,25 degrees north restaurant indian asian medium
1485,ta_d4f3c22c3959,ria restaurant & beach bar healthy arabic medium
1486,ta_392f92f78f79,peacock alley medium
1487,ta_913946241a2e,beluga french seafood high
1488,ta_8ddc4ac34d79,aqua & more restaurant seafood arabic medium
1489,ta_fe528545bfa1,pizza sabbioni italian pizza medium
1490,ta_a1e9f97f12e2,kulcha king jlt cluster o indian medium
1491,ta_c436ea113215,karachi darbar indian asian low
1492,ta_6784531fd952,mygovinda's restaurant indian asian medium
1493,ta_3e6dbe428f66,cheeky chan asian chinese medium
1494,ta_4a16139aa6b4,per te ristorante & lounge pizza italian medium
1495,ta_f177d5cd1f43,samakje restaurant lebanese seafood medium
1496,ta_b4e01ccf025e,joe's cafe cafe european medium
1497,ta_6ac6bcdee408,the address dubai marina medium
1498,ta_b2ea6723d836,mowsem international medium
1499,ta_414e00625f2c,hibiki karaoke lounge bar medium
1500,ta_7753caea8f4b,fibber magee's bar bar medium
1501,ta_07b909d9e042,yasmine lounge cafe international medium
1502,ta_3f3703449d49,sadak chaap indian asian medium
1503,ta_19232ff03653,the selfish bull american grills medium
1504,ta_f8dd19875d88,cafe blanc lebanese mediterranean medium
1505,ta_71cb66a0c6be,malibu deck bar bar high
1506,ta_4eb48100e2ef,stk downtown american grills high
1507,ta_7efd6b3116f6,german doner kebab european turkish medium
1508,ta_10bd0444fbf6,yakitake international healthy medium
1509,ta_fe60f150e364,the polo bar bar bar medium
1510,ta_c834ac1f6587,de fish indian seafood medium
1511,ta_e4a66a06b311,iris dubai bar medium
1512,ta_96232479f480,sultan baba iskender grills turkish medium
1513,ta_66907e5f0a5c,navat dubai mediterranean asian medium
1514,ta_2c0e31d63cef,cafe ole cafe medium
1515,ta_09e11f215ba8,yalla momos asian nepali low
1516,ta_d165df1bc46e,peshwa indian asian medium
1517,ta_e2dd70f86239,gaia dubai seafood mediterranean high
1518,ta_a940c517a206,kris with a view asian international medium
1519,ta_273384357569,sind punjab restaurant indian asian low
1520,ta_d21daaa2e8fc,o'pao - sliders with an indian twist indian fastfood low
1521,ta_00d5a318fc36,al dana international arabic seafood medium
1522,ta_ffae3e97670b,butcha steakhouse turkish grills medium
1523,ta_8420c2273389,hide out al barari international medium
1524,ta_3efdf707d466,al hallab bab el bahr lebanese seafood medium
1525,ta_126cab894a9b,taqado mexican kitchen (kite beach) mexican fastfood low
1526,ta_03fcf4f01493,taqado mexican kitchen (difc) mexican medium
1527,ta_8949134f4ddb,tokyo tokyo central japanese asian medium
1528,ta_b422f786adf1,yuraku japanese japanese medium
1529,ta_35350e7f94f5,the restaurant at the address downtown medium
1530,ta_eddb35d5243b,babel lebanese mediterranean medium
1531,ta_7a9b8c8084ae,circle cafe nessnass beach healthy medium
1532,ta_f9ff387e0ae0,365 all day dining international seafood medium
1533,ta_c5f567583e0c,caviar kaspia dubai french european medium
1534,ta_79a2c01001f2,kamat restaurant indian asian medium
1535,ta_dc14f9bf219a,love vibe cafe pizza cafe medium
1536,ta_345a3e125e10,taqado mexican kitchen (barsha heights) mexican medium
1537,ta_37670b53609d,taverna restaurant international medium
1538,ta_39eeea8766fc,alphorn restaurant european swiss high
1539,ta_45045b22f925,uzb avenue international european medium
1540,ta_4bb17baaebeb,il pomodoro ristorante & pizzeria italian international medium
1541,ta_d5dd58b2af28,sizzling wok - citymax hotel bur dubai chinese asian medium
1542,ta_af04ab0db9b9,ibn majed restaurant medium
1543,ta_4a44f6c4504b,big easy bar & grill european grills medium
1544,ta_5a43fa99d617,todd english food hall italian american medium
1545,ta_7ef8d7daf776,the hamptons cafe cafe european high
1546,ta_e2e801e06c29,social distrikt italian mexican medium
1547,ta_89623bb8135b,roaring rabbit bar international medium
1548,ta_b0caa09298e2,armani caffe italian cafe medium
1549,ta_399924b51185,golden dragon restaurant chinese asian medium
1550,ta_b3342b6e22ac,seaview restaurant medium
1551,ta_53d1694c7571,kalsa pool bar high
1552,ta_5448025f5d35,pizzaexpress italian pizza medium
1553,ta_3029cd61ab3b,oanjo european international medium
1554,ta_9fe5b326345a,friends' avenue cafe jlt cafe european medium
1555,ta_598304f1c034,society dubai cafe international medium
1556,ta_fb98cf2e58e5,the boston bar bar bar medium
1557,ta_eba2cd271504,al shami restaurant lebanese arabic medium
1558,ta_632d29b7ebb0,bombay borough indian asian medium
1559,ta_7e0809eae73d,desi junction restaurant indian asian medium
1560,ta_d086c21a9449,caesars restaurant indian asian medium
1561,ta_17fe8b29ddb2,el manza restaurant african arabic medium
1562,ta_2d9abb3e050d,carter's gastro pub and sports bar bar european medium
1563,ta_8ba13d7dd7d0,india palace restaurant indian asian medium
1564,ta_9abc86ce9723,mehman indian medium
1565,ta_1fa2aea334c5,yeldizlar palace lebanese restaurant lebanese arabic medium
1566,ta_314342f5aa4b,hanoi naturally vietnamese cafe and restaurant asian asian low
1567,ta_5dd4d09f5f4d,akiba dori japanese pizza medium
1568,ta_d8075e9d87ad,ranches restaurant bar european medium
1569,ta_07f68eebefc2,rangoli vegetarian restaurant indian asian medium
1570,ta_0419f1e89bc6,lia dubai japanese mediterranean medium
1571,ta_8293b784bdb7,l'apero french mediterranean medium
1572,ta_b8adf248552e,asian street by thai chinese asian medium
1573,ta_03c5dd2ab865,sarabeth's american cafe medium
1574,ta_d016b61f42c6,zafran indian bistro - mirdif city centre indian asian medium
1575,ta_d5e7a621d744,hot palayok restaurant asian asian medium
1576,ta_ecb5ea926446,zagol restaurant african african low
1577,ta_de1c597b68ca,ezaz bar medium
1578,ta_7449c9bcda7a,cocoa room cafe medium
1579,ta_884536526da2,leen's bluewaters international italian medium
1580,ta_2ed8c55f2ead,golden biryani restaurant indian asian medium
1581,ta_8d6885a87285,tabule restaurant lebanese arabic high
1582,ta_e358108c82cd,creekside restaurant & cafe cafe international medium
1583,ta_cc8e97ebc580,la vita bar bar high
1584,ta_ddd1edf41bc3,the square international cafe cafe international medium
1585,ta_3492a5fab820,verde dubai french european high
1586,ta_77d07f5b2985,baby q medium
1587,ta_f566b4d8d4f7,betawi restaurant - jlt asian asian medium
1588,ta_bea90c50c0d3,verdura mediterranean restaurant mediterranean medium
1589,ta_caaf6ed210a2,miramin al wasl international lebanese medium
1590,ta_a9302f6248f1,sonara camp lebanese mexican high
1591,ta_89a0d627c9e6,the cinnamon club indian medium
1592,ta_e98198332285,caspian special kabab arabic arabic low
1593,ta_3a9157bdf9c6,anar restaurant arabic arabic high
1594,ta_6b9fc81063a6,sucre dubai argentinean mexican medium
1595,ta_56ed9a84596c,tashas marina mall international cafe medium
1596,ta_048752d1a0b2,bb social dining japanese asian medium
1597,ta_15dd3dad8c86,diwan al hana arabic arabic medium
1598,ta_595778c4de12,bolla dubai bar european medium
1599,ta_d162d657e9f1,al mandhar lounge mediterranean arabic medium
1600,ta_d1762499ac6a,reif japanese kushiyaki japanese asian medium
1601,ta_5a995acfbfbe,oni lounge & restaurant japanese seafood medium
1602,ta_c3dc8ce6e8b9,c restaurant seafood mediterranean high
1603,ta_46a3d3745dcd,bait al mandi restaurant arabic medium
1604,ta_be91df875c05,golden fork seafood asian low
1605,ta_6c5bdb9732f2,aoc french brasserie french european medium
1606,ta_407979839665,yugo sushi japanese japanese medium
1607,ta_ac109b313723,tgi friday's - dubai mall american bar medium
1608,ta_ec2f01011e95,gioia italian restaurant italian european medium
1609,ta_55b6a3cef28c,zeste cafe international medium
1610,ta_7742dd4d7145,bayty restaurant seafood arabic medium
1611,ta_3dcefde29995,maison mathis - voco dubai the palm belgian bar medium
1612,ta_de1d02196e4a,kech-mahal bar dining bars medium
1613,ta_827854bc845a,shiba japanese japanese medium
1614,ta_3b427c23e6c8,alta badia bar bar italian medium
1615,ta_41500848ab22,tum tum asia dubai japanese asian medium
1616,ta_2b36254fc173,the cycle bistro cafe healthy medium
1617,ta_93786ba7972e,shades bar international medium
1618,ta_f3cb19efdf2a,la fontana french indian medium
1619,ta_f9e547b580f1,demon duck by alvin leung chinese asian medium
1620,ta_6fa9585bcb24,mr toad's pub & kitchen bar bar medium
1621,ta_8eb5ee9fdaac,ofk japanese international medium
1622,ta_547728b06e74,yalseh arabic cafe medium
1623,ta_8f1dc9ad6495,maria bonita (umm suqeim) mexican mexican medium
1624,ta_48a17008c1c2,circle cafe (dubai media city) cafe healthy medium
1625,ta_46fa8d606c5e,china bistro chinese japanese medium
1626,ta_6acac4560e04,kata dubai mall japanese japanese medium
1627,ta_1fb87d60ae97,arjwan restaurant indian lebanese medium
1628,ta_085202867c05,galvin bistrot & bar french high
1629,ta_ea42bde0b67e,circle cafe jumeirah islands healthy low
1630,ta_0b9422e5a9f4,odeon gourmet french high
1631,ta_abb67e4d4b0d,dinner by heston blumenthal european medium
1632,ta_2b2f1c1f177d,bff pub and sports bar american bar medium
1633,ta_bfc0677fecec,bombay to mumbai cafe indian medium
1634,ta_a18cfba1467b,socialicious asian japanese medium
1635,ta_c316de6a4ce9,indie restaurant & lounge bar international medium
1636,ta_528a3ee8d908,ketch up dubai restaurant bar american medium
1637,ta_48e8b2019ad1,lock stock & barrel barsha heights bar bar medium
1638,ta_49266dc285ea,marriot executive apartment bar european medium
1639,ta_136a0394955a,jumeirah islands clubhouse international medium
1640,ta_de2cbe309856,little bangkok - tower thai grills medium
1641,ta_c488ccfceda3,cu-ba bar bar medium
1642,ta_209aa8963904,pulcinella restaurant italian pizza medium
1643,ta_278105ba0b62,hyp dubai chinese indian medium
1644,ta_c5d281ea3a73,fouquet's dubai french medium
1645,ta_75dbd9842775,saffron restaurant pakistani afghan medium
1646,ta_c6eb5e42f22c,sean connolly at dubai opera seafood european high
1647,ta_b891b749502f,chez charles restaurant french european high
1648,ta_aab71e7f6eb4,saladicious jumeirah italian european medium
1649,ta_3c2b8a6bdefc,california pizza kitchen american pizza medium
1650,ta_7d97d475b0ee,al hamidieh mediterranean arabic medium
1651,ta_c293cb66b3e6,meli's kitchen international healthy medium
1652,ta_d73e62311dc7,nyf fastfood american low
1653,ta_1163175202da,ucci sushi restaurant japanese seafood medium
1654,ta_befc2ba6cc0c,cocktail kitchen bar european medium
1655,ta_b5a86ba39933,the meating room indian grills medium
1656,ta_da8fb602c4c4,800 pizza dubai marina promenade italian pizza medium
1657,ta_c98e53f1a4f2,j's kitchen chinese indian medium
1658,ta_e1a1800dab96,deniz restaurant seafood turkish medium
1659,ta_c0918c0e3847,dar al halabi restaurant - mall of the emirates lebanese mediterranean medium
1660,ta_8ba849867a3e,mi amie dubai mexican mexican medium
1661,ta_55da96fa1fff,dapoer kita restaurant asian asian medium
1662,ta_75211792c547,avli by tashas mediterranean high
1663,ta_779f3042546a,bateel cafe cafe medium
1664,ta_da03af9f98de,iran zamin restaurant & cafe arabic arabic medium
1665,ta_e5d5c3474b61,enish nigerian restaurant & lounge dubai african healthy high
1666,ta_97cc3fa2f803,leo`v mediterranean high
1667,ta_a883f0279e95,mundo indian seafood medium
1668,ta_faa19c5111c1,el greco restaurant mediterranean grills low
1669,ta_a14d77aa9827,shakespeare and co. village mall cafe european medium
1670,ta_917c2461203d,manhattan restaurant medium
1671,ta_5d3ccea76ef8,level seven indian international medium
1672,ta_e743406dbcdf,tony roma's american grills medium
1673,ta_d54dab965fb9,buffalo wild wings american bar medium
1674,ta_15e62139e7d9,the grill pit grills argentinean high
1675,ta_a4980f6bb336,karam al bahr medium
1676,ta_69434028903d,huqqa international grills medium
1677,ta_be2b237366a2,the terrace bar medium
1678,ta_b5fdd8631c7f,gifto's of london indian pakistani medium
1679,ta_1076bd64df63,"algarve, the mediterranean secret european seafood high"
1680,ta_45bef15dadb9,the 44 bar bar high
1681,ta_348ae6e6c6cc,kasturi indian medium
1682,ta_cc8b273a3a0c,reem al bawadi lebanese mediterranean medium
1683,ta_7309e4367ac8,the lobby cafe cafe medium
1684,ta_33b39182846b,eat well restaurant international healthy low
1685,ta_86af796b2393,infini pool lounge bar seafood medium
1686,ta_99ee96c32633,lal qila grills asian medium
1687,ta_361eacc57f5e,kohantei japanese beef kaiseki restaurant japanese high
1688,ta_1a89198adf16,super bowl asian cafe al satwa japanese asian medium
1689,ta_d35515745993,stage pool lounge medium
1690,ta_32786f5f8c39,gq bar bar japanese medium
1691,ta_3c5d307f2161,time cafe chinese indian medium
1692,ta_fc9513012d11,lo+cale international high
1693,ta_dbc7e26d85de,royal china chinese asian high
1694,ta_e389795eb806,shakespeare and co. souk al bahar medium
1695,ta_5b3987357af0,zest asian arabic high
1696,ta_f192bf193e51,blue seafood asia chinese japanese medium
1697,ta_cd2dae58807a,balcony bar bar bar medium
1698,ta_feafc5e23236,nukkad pe bhukkad chinese indian low
1699,ta_0d00a40205ed,amelia restaurant & lounge japanese mexican medium
1700,ta_7813fb622a3a,mumbai express indian fastfood medium
1701,ta_d6c510cfab04,twg tea at dubai mall cafe medium
1702,ta_2266b75ad61f,jedoudna restaurant lebanese arabic medium
1703,ta_c5df33a64501,dusty's bar medium
1704,ta_cfe51658788e,bangkok town asian thai medium
1705,ta_36daac6931d1,grecian grill mediterranean european medium
1706,ta_5a80de1305cd,cafe delices cafe international medium
1707,ta_747c3b1c32fe,black tap american bar low
1708,ta_379a7e0bb76e,pizzaexpress live italian pizza medium
1709,ta_a0278d79c8fc,masgouf london restaurant arabic lebanese medium
1710,ta_a91cccfbfc16,trader vics at dubai marina japanese bar medium
1711,ta_a010d0894a6c,spice grill seafood asian medium
1712,ta_a1a1ae2ff411,baofriend dubai international asian medium
1713,ta_4ecfa4fea1dd,pascal tepper dubai media city international french medium
1714,ta_2e1bc68420aa,xandros italian american medium
1715,ta_0fe1ee38d90c,indian summer chinese indian medium
1716,ta_4c8c01d45a6b,cibo italiano restaurant italian pizza medium
1717,ta_bc105212946e,zoya by maui indian high
1718,ta_ece7cc6ef46c,ihop american cafe medium
1719,ta_0cc046c2dabe,cello restaurant lebanese arabic medium
1720,ta_18bbb53be14b,quattro ristorante italian international medium
1721,ta_7b5fa665a71b,china grill chinese japanese high
1722,ta_61bebe4b9f60,sheraton link cafe cafe medium
1723,ta_62dfc1f89311,ibn hamido mediterranean arabic medium
1724,ta_f587e7bdb066,indian palace indian asian medium
1725,ta_ca8cb6111159,miyabi sushi difc japanese japanese low
1726,ta_bbcd5fb05963,mercan restaurant dubai mediterranean turkish medium
1727,ta_6efe3689c1d4,kaftan mediterranean turkish medium
1728,ta_1a394ed54882,cheers pub bar bar medium
1729,ta_1b9156c33d43,el mostacho mexican mexican medium
1730,ta_8799cdef80ac,hartisan restaurant international mediterranean medium
1731,ta_4af8818be7cf,ahlan lounge medium
1732,ta_2165d9efe75c,sabaa restaurant lebanese international medium
1733,ta_4c65e1bb6a75,boho indian medium
1734,ta_8805a8d1223f,pind da dhaba indian asian medium
1735,ta_939fb32be9df,barbecue delights pakistani indian medium
1736,ta_dfe5eda4a8d1,serafina bar bar medium
1737,ta_5a8b8e7570d6,almaz by momo african arabic medium
1738,ta_be3955619039,latitude 25 bar bar bar medium
1739,ta_d8a38e26b9ee,2 degrees pint bar fastfood medium
1740,ta_d83d387a955b,hyu korean restaurant grills asian medium
1741,ta_5f3cad096ee3,soho bar & grill american grills medium
1742,ta_b7b7cf3d9a4f,garden lounge lebanese arabic medium
1743,ta_8fcc8572f9ff,onze dubai japanese mexican medium
1744,ta_0dbc42a83a5e,paparazzi tuscan italian medium
1745,ta_72290f73cefa,le frenchy french european medium
1746,ta_4e3f3b8a745e,aappa kadai indian asian medium
1747,ta_de15b5994ec5,sumo sushi & bento japanese seafood medium
1748,ta_acfad7335c54,sidra tea lounge european medium
1749,ta_1d607d619754,saravanaa bhojan shala restaurant indian asian low
1750,ta_1a0109579c73,one life kitchen and cafe cafe healthy medium
1751,ta_ffe6d521a1ef,via toledo italian seafood low
1752,ta_dbffede96d6a,m one restaurant italian indian medium
1753,ta_93896f6f99bc,peaches & cream beach restaurant italian mediterranean medium
1754,ta_81ae4e35be12,the breakfast club american cafe medium
1755,ta_63f66f8ef2c1,wok & co chinese japanese medium
1756,ta_6de578584bc1,katis restaurant indian asian medium
1757,ta_dedeffeb6c7f,pak liyari restaurant indian asian low
1758,ta_a68e638c6330,aquarius bar bar medium
1759,ta_7bacabadcaa5,cafe nikki international european medium
1760,ta_6153ce5f0bf7,twenty three bar bar medium
1761,ta_787c90694c2c,the manhattan fish market seafood grills medium
1762,ta_24e570f7fc79,miyabi sushi dubai hills japanese japanese medium
1763,ta_c8d56cbd93cb,cassette cafe french medium
1764,ta_508dd16e4116,lal qila restaurant indian asian medium
1765,ta_dceba284f2d3,samad iraqi restaurant arabic medium
1766,ta_23175279ecd5,applebee's grills american medium
1767,ta_804fbf7d381c,copala mexican restaurant mexican mexican high
1768,ta_c2bbdbfcabfe,public cafe cafe mediterranean medium
1769,ta_045b87d2b565,nayaab handi asian pakistani medium
1770,ta_a6916d96ed14,eclipse bar bar bar medium
1771,ta_4cdb3ca37bb4,times of arabia restaurant - souk madinat jumeirah lebanese arabic medium
1772,ta_34cbbcbf128f,switch medium
1773,ta_1e976fd931b8,luciano's italian pizza medium
1774,ta_12ea198437bb,little bangkok - oud metha asian thai medium
1775,ta_e69bc4e1fb3c,sallet al sayad seafood restaurant seafood mediterranean medium
1776,ta_65db720d3cdf,shababeek lebanese arabic medium
1777,ta_0e044b0a0af2,shakespeare and co. dubai mall cafe international medium
1778,ta_7cab0e2a914d,indian food company restaurant indian medium
1779,ta_ef5b978d6349,sandwich club restaurant & cafeteria arabic low
1780,ta_5583db1ba4d8,irish village bar bar medium
1781,ta_f1d008427723,vintage bar european medium
1782,ta_a5e8833b6b6e,circle cafe (studio city) cafe european medium
1783,ta_72db87e8735f,enas mediterranean greek medium
1784,ta_bd1da3c29bc7,chicken cottage american fastfood medium
1785,ta_0d78eeeaf164,palm garden international medium
1786,ta_1685a503ba96,the atrium medium
1787,ta_ac8858890f31,beach buns american medium
1788,ta_75f1bb3feb93,epicure cafe european medium
1789,ta_55d3fee4db79,deli boutique medium
1790,ta_9f34376b960d,pars iranian restaurant arabic arabic medium
1791,ta_8d86451ebf00,la mar by gaston acurio mexican mexican medium
1792,ta_9a7280be17b0,wagah border indian pakistani medium
1793,ta_e0149623121e,pizza e pasta j5 italian medium
1794,ta_c930a494437d,aubaine french cafe medium
1795,ta_d941e72813b1,allo beirut hessa st lebanese american medium
1796,ta_c25b06d0a344,eat greek kouzina dubai hills mall mediterranean greek medium
1797,ta_d645a78ee1d5,zaroob golden mile lebanese arabic medium
1798,ta_cd9eef48ffbd,gypsy chinese international chinese medium
1799,ta_ea167c51289c,the black lion bar european medium
1800,ta_22384c13279a,kickers sports bar bar bar medium
1801,ta_cb6feeaf7038,karabakh cafe & restaurant arabic azerbaijani medium
1802,ta_be5049fec18f,luna sky bar asian high
1803,ta_4425f392d99c,seafarers bar & kitchen bar international medium
1804,ta_daf4769a5483,soho grill american grills medium
1805,ta_f2c819e1a036,alsafadi restaurant lebanese arabic medium
1806,ta_971c714cdf8a,spiceklub indian streetfood medium
1807,ta_ca08dc4b02ca,greek and delicious mediterranean european medium
1808,ta_e78cf8a3dd37,al ibrahimi palace restaurant indian asian medium
1809,ta_a31d96e34bce,urban on 4 cafe low
1810,ta_8ce5a3dc0f6a,rawabina restaurant & sweets arabic mediterranean medium
1811,ta_4c03e0245e5b,gilt - sky bar international medium
1812,ta_c3d230d50e8d,saranga bhojan shala indian asian medium
1813,ta_75673bb7f694,al forno italian pizza medium
1814,ta_b7fb14b1170f,heritage of nepal restaurant and cafe chinese cafe medium
1815,ta_82e92bcc13b2,vertigo lounge bar international high
1816,ta_5a714b19dddc,urth caffe cafe medium
1817,ta_c8cea3a4173c,horse & hound bar bar medium
1818,ta_011c14f23da6,hunter & barrel emirates hills medium
1819,ta_3f36df80dfd7,kojranwala indian pakistani low
1820,ta_96aae42f9802,sizzling wok chinese asian medium
1821,ta_f17fbf0c62c7,c. taste medium
1822,ta_fb22fc066d18,brunswick italian european medium
1823,ta_06b67b949916,olearys sports bar & restaurant american medium
1824,ta_facbcaddd933,gastronomy international medium
1825,ta_2e96a23cf62e,privilege international medium
1826,ta_65d10732d234,origami sushi fusion japanese medium
1827,ta_271eff674b3b,noodle bowl chinese asian low
1828,ta_8c16ed3befbd,bouchon bakery french cafe medium
1829,ta_9e49474fcae4,south central kitchen bar & terrace bar international medium
1830,ta_790626aceb56,sargon restaurant arabic lebanese medium
1831,ta_80d008eb63b6,afterlife restaurant italian bar high
1832,ta_72e472f9e049,cordelia seafood international high
1833,ta_698046e00f68,vogue cafe cafe international medium
1834,ta_8330a72bb055,hitchki dubai indian asian medium
1835,ta_525a40f81d9a,govinda's indian asian medium
1836,ta_d38267f37ecb,ristorante loren italian medium
1837,ta_f890138d6b58,fixie cafe international healthy medium
1838,ta_0b6b4c1ac9dd,"woks den - wok, thai, chinese & asian chinese asian medium"
1839,ta_67486c2b9d5c,the lime tree cafe & kitchen arabic new zealand medium
1840,ta_fa4973990aaa,pizza express ibn battuta mall pizza italian medium
1841,ta_2f84d07bd87a,cascades international international medium
1842,ta_74ac6f24c44c,all'onda italian japanese high
1843,ta_c035741fca68,sky view high
1844,ta_3908169e71f0,aroos al bahar seafood mediterranean medium
1845,ta_e0452bc6e53b,kishmish afghan arabic medium
1846,ta_15fa5a3f2427,fauchon cafe french cafe medium
1847,ta_7f9b910d6884,nurai cafe and restaurant lebanese arabic medium
1848,ta_e0541a8d6789,sushiart japanese japanese medium
1849,ta_f6aafd2ecb94,mogao chinese asian medium
1850,ta_4946c723b85f,atlantis wave house american bar medium
1851,ta_0ddb6a982527,vantage grills bar medium
1852,ta_d48a0849eb14,fume neighborhood eatery american international medium
1853,ta_fd04212b9436,long teng seafood restaurant chinese seafood medium
1854,ta_399c72331810,caffe undici medium
1855,ta_8149c35d2da9,dubai polo bar international bar medium
1856,ta_5ed137936b45,little bangkok - motor city chinese asian medium
1857,ta_147393496c27,hashmi barbeque dxb grills medium
1858,ta_c2632fe6e716,the lobby lounge american international medium
1859,ta_70315df36087,february 30 japanese international medium
1860,ta_1565659001e1,samad aliraqi restaurant dubai italian lebanese high
1861,ta_51b2d03a6de7,tomato & basilico italian pizza medium
1862,ta_638b7cc47063,bombay bites cafe indian asian medium
1863,ta_4b79b0207fe7,hendricks bar bar european high
1864,ta_ae71ce293db4,the lighthouse mediterranean medium
1865,ta_fe4ba91974f9,dish dash - dubai mall cafe international medium
1866,ta_40a7a3952839,red roof international healthy medium
1867,ta_8a73c574d580,al bait al shami restaurant & cafe arabic medium
1868,ta_6e66356f074f,mtr - mavalli tiffin rooms indian asian medium
1869,ta_1555eea31b16,puranmal indian asian medium
1870,ta_edf1762af22d,sigdi restaurant indian asian medium
1871,ta_827346ed1167,big smoke burger fastfood american medium
1872,ta_2846cd5aaa3e,qasr al sultan arabic arabic medium
1873,ta_09b9ccacdab3,pak darbar indian grills low
1874,ta_7b5c4ef73533,miyabi sushi media city japanese japanese medium
1875,ta_f2be4304b199,wild and the moon cafe medium
1876,ta_07ab2c18c1b0,tgi friday's fastfood italian medium
1877,ta_ffaef619d857,old tbilisi georgian high
1878,ta_78f8f88d0eac,denny's american american medium
1879,ta_1df6525eb0d8,seedology cafe cafe international medium
